101,2022,136,2113,0,49.82,55.18,7.661,305,12.71,7.868
101,2022,136,2114,0,49.75,55.47,7.493,301.4,14.2,7.868
101,2022,136,2115,0,49.62,55.76,7.844,301.4,12.7,7.869
101,2022,136,2116,0,49.61,55.78,8.65,305.5,13.15,7.868
101,2022,136,2117,0,49.52,55.97,8.13,303.1,15.32,7.868
101,2022,136,2118,0,49.43,56.3,7.259,304.9,15.65,7.869
101,2022,136,2119,0,49.29,56.64,7.548,307.1,10.71,7.868
101,2022,136,2120,0,49.25,57.05,7.299,308.2,10.36,7.869
101,2022,136,2121,0,49.13,57.26,7.044,304.9,13.37,7.869
101,2022,136,2122,0,49.16,57.22,8.31,309.7,12.81,7.867
101,2022,136,2123,0,49.15,57.14,6.799,307.6,12.18,7.868
101,2022,136,2124,0,49.04,57.46,7.182,304.4,9.31,7.869
101,2022,136,2125,0,48.93,57.66,7.208,305.7,10.23,7.868
101,2022,136,2126,0,48.76,58.03,5.981,307.1,15.12,7.869
101,2022,136,2127,0,48.66,58.59,7.234,308.7,8.79,7.869
101,2022,136,2128,0,48.47,59.07,5.268,312,13.29,7.869
101,2022,136,2129,0,48.4,59.17,7.23,310.4,8.3,7.868
101,2022,136,2130,0,48.3,59.3,5.659,311.2,12.02,7.869
101,2022,136,2131,0,48.13,59.43,6.123,306.4,10.92,7.868
101,2022,136,2132,0,48.08,59.44,6.656,306.7,9.79,7.869
101,2022,136,2133,0,48.04,59.84,6.39,302.1,11.23,7.869
101,2022,136,2134,0,48,59.91,5.608,304.6,10.58,7.869
101,2022,136,2135,0,47.84,60.18,5.334,306.4,10.97,7.869
101,2022,136,2136,0,47.74,60.33,4.676,304.5,13.83,7.869
101,2022,136,2137,0,47.58,60.62,3.712,301.9,12.93,7.869
101,2022,136,2138,0,47.52,60.64,5.506,310,11.39,7.869
101,2022,136,2139,0,47.53,60.46,5.016,303.2,15.21,7.869
101,2022,136,2140,0,47.49,60.29,5.191,307.2,9.08,7.869
101,2022,136,2141,0,47.43,60.85,4.793,307.8,8.69,7.869
101,2022,136,2142,0,47.25,61.31,4.424,312.9,10.39,7.87
101,2022,136,2143,0,47.11,61.3,4.607,310.9,12.47,7.87
101,2022,136,2144,0,47.03,61.03,5.239,312.1,11.99,7.869
101,2022,136,2145,0,46.96,61.02,4.461,311.7,12.34,7.87
101,2022,136,2146,0,46.79,61.52,5.005,314.6,11.06,7.87
101,2022,136,2147,0,46.75,61.78,5.579,315.9,12.55,7.87
101,2022,136,2148,0,46.67,61.89,4.72,320.2,10.49,7.87
101,2022,136,2149,0,46.37,62.5,5.338,320.6,12.06,7.869
101,2022,136,2150,0,46.04,63.5,5.498,323.3,8.93,7.869
101,2022,136,2151,0,45.82,64.27,4.987,323.5,8.05,7.87
101,2022,136,2152,0,45.4,65.62,4.618,323.6,7.405,7.869
101,2022,136,2153,0,44.89,67.54,4.954,323,7.799,7.87
101,2022,136,2154,0,44.52,68.73,5.546,322.5,6.034,7.87
101,2022,136,2155,0,44.34,69.16,5.688,321.8,8.48,7.869
101,2022,136,2156,0,44.3,69.46,5.685,320.3,8.29,7.87
101,2022,136,2157,0,44.29,69.44,5.659,323.2,8.62,7.869
101,2022,136,2158,0,44.38,68.97,6.024,322.4,9.45,7.869
101,2022,136,2159,0,44.49,68.71,5.644,324,8.79,7.869
101,2022,136,2200,0,44.53,68.52,5.75,326,11.72,7.868
101,2022,136,2201,0,44.58,68.6,5.787,328.7,8.52,7.869
101,2022,136,2202,0,44.4,69.3,6.393,329.5,7.956,7.869
101,2022,136,2203,0,44.3,69.59,5.319,329.2,8.77,7.868
101,2022,136,2204,0,44.19,69.98,4.267,333.6,8.01,7.868
101,2022,136,2205,0,43.91,70.85,3.836,337.2,6.408,7.868
101,2022,136,2206,0,43.52,72.21,3.584,340.1,3.552,7.868
101,2022,136,2207,0,43.16,73.17,3.332,340.3,4.159,7.868
101,2022,136,2208,0,42.94,73.87,3.156,339.6,5.816,7.868
101,2022,136,2209,0,42.74,74.36,3.248,335.2,4.443,7.867
101,2022,136,2210,0,42.54,74.86,3.182,334.6,2.103,7.868
101,2022,136,2211,0,42.37,75.46,3.072,334,3.154,7.867
101,2022,136,2212,0,42.16,75.91,3.047,327.6,2.429,7.867
101,2022,136,2213,0,41.97,76.36,3.335,324.3,3.197,7.867
101,2022,136,2214,0,41.83,76.49,3.445,321.1,3.889,7.867
101,2022,136,2215,0,41.8,76.58,3.701,321.8,3.895,7.867
101,2022,136,2216,0,41.77,75.82,4.015,310.2,5.27,7.867
101,2022,136,2217,0,41.91,75.13,3.639,313.3,6.689,7.866
101,2022,136,2218,0,42.15,74.2,3.715,312,7.154,7.866
101,2022,136,2219,0,42.34,73.5,4.669,309.7,9.11,7.866
101,2022,136,2220,0,42.63,72.36,3.704,308.7,9.14,7.866
101,2022,136,2221,0,42.74,71.7,4.636,308.6,9.45,7.866
101,2022,136,2222,0,42.82,71.42,4.198,310.9,8.3,7.866
101,2022,136,2223,0,42.86,70.96,4.464,311,10.7,7.866
101,2022,136,2224,0,42.88,70.71,4.3,308.3,8.51,7.866
101,2022,136,2225,0,42.91,70.53,4.187,310.2,11.94,7.865
101,2022,136,2226,0,42.9,70.38,4.662,309.7,7.925,7.866
101,2022,136,2227,0,42.93,70.37,4.68,307.3,10.37,7.865
101,2022,136,2228,0,42.95,70.42,4.658,303.3,9.27,7.865
101,2022,136,2229,0,42.96,70.63,4.318,302,10.93,7.865
101,2022,136,2230,0,42.97,70.52,5.352,300.6,12.03,7.865
101,2022,136,2231,0,43.08,70.53,5.535,305.6,11.1,7.865
101,2022,136,2232,0,43.17,70.17,4.863,301.1,11.33,7.865
101,2022,136,2233,0,43.07,70.52,5.294,303.5,11.77,7.865
101,2022,136,2234,0,43.08,70.92,6.028,301.9,10.37,7.865
101,2022,136,2235,0,43.15,71.03,6.539,304,10.75,7.865
101,2022,136,2236,0,43.19,70.8,5.44,301.1,15.18,7.865
101,2022,136,2237,0,43.22,70.83,6.371,300.9,12.66,7.866
101,2022,136,2238,0,43.24,70.81,6.529,300.8,11.28,7.865
101,2022,136,2239,0,43.29,70.47,6.733,300.7,11.5,7.865
101,2022,136,2240,0,43.28,70.19,5.59,298.7,11.3,7.865
101,2022,136,2241,0,43.16,70.03,6.251,300.5,13.53,7.865
101,2022,136,2242,0,43.12,69.95,5.86,299.1,12,7.865
101,2022,136,2243,0,43.02,69.99,5.688,301.9,12.09,7.866
101,2022,136,2244,0,42.97,70.11,6.116,304.4,14.25,7.865
101,2022,136,2245,0,42.93,69.98,6.105,300.8,10.4,7.865
101,2022,136,2246,0,42.79,70.16,5.162,307.1,13.68,7.865
101,2022,136,2247,0,42.65,70.48,4.782,304.2,12.24,7.864
101,2022,136,2248,0,42.51,70.78,4.903,309.8,16.18,7.865
101,2022,136,2249,0,42.34,71.25,5.078,305.2,12.18,7.865
